index,state,Day,Month,Year,order_date,revenue
6044,Oregon,Thursday,April,2014,4/17/2014,902
6045,Arkansas,Monday,August,2014,8/25/2014,1323
6046,Indiana,Friday,June,2014,6/27/2014,575
6047,Louisiana,Tuesday,May,2014,5/6/2014,1475
6048,Idaho,Saturday,November,2014,11/15/2014,1225
6049,Oklahoma,Sunday,June,2014,6/1/2014,543
6050,Montana,Monday,December,2014,12/8/2014,765
6051,Mississippi,Tuesday,January,2014,1/7/2014,655
6052,Montana,Tuesday,December,2014,12/23/2014,770
6053,California,Thursday,January,2014,1/16/2014,666
6054,Ohio,Saturday,June,2014,6/28/2014,612
6055,Georgia,Sunday,October,2014,10/12/2014,1344
6056,Ohio,Monday,January,2014,1/13/2014,747
6057,Florida,Wednesday,November,2014,11/5/2014,881
6058,Iowa,Friday,May,2014,5/30/2014,936
6059,New York,Monday,January,2014,1/13/2014,688
6060,Oregon,Saturday,January,2014,1/4/2014,835
6061,Oregon,Saturday,April,2014,4/26/2014,739
6062,Montana,Saturday,November,2014,11/29/2014,711
6063,Mississippi,Tuesday,April,2014,4/22/2014,698
6064,Idaho,Wednesday,December,2014,12/17/2014,1170
6065,New Mexico,Saturday,December,2014,12/13/2014,1150
6066,Washington,Monday,August,2014,8/18/2014,873
6067,New Mexico,Wednesday,August,2014,8/13/2014,1068
6068,Kansas,Wednesday,June,2014,6/18/2014,1158
6069,Texas,Thursday,October,2014,10/9/2014,1249
6070,Kansas,Saturday,November,2014,11/15/2014,1102
6071,Montana,Sunday,October,2014,10/19/2014,830
6072,Arkansas,Wednesday,September,2014,9/3/2014,1239
6073,Oklahoma,Tuesday,July,2014,7/29/2014,447
6074,Maine,Tuesday,August,2014,8/12/2014,318
6075,New Mexico,Thursday,November,2014,11/27/2014,1051
6076,Idaho,Saturday,November,2014,11/29/2014,1335
6077,Florida,Thursday,July,2014,7/3/2014,754
6078,New York,Tuesday,July,2014,7/15/2014,727
6079,Indiana,Friday,April,2014,4/4/2014,453
6080,Maine,Friday,May,2014,5/16/2014,433
6081,Louisiana,Wednesday,October,2014,10/29/2014,1408
6082,Illinois,Wednesday,May,2014,5/7/2014,1376
6083,Louisiana,Wednesday,June,2014,6/25/2014,1528
6084,Oregon,Sunday,August,2014,8/3/2014,616
6085,Kansas,Friday,December,2014,12/26/2014,1076
6086,Texas,Friday,November,2014,11/14/2014,1289
6087,Montana,Wednesday,December,2014,12/3/2014,755
6088,Mississippi,Thursday,May,2014,5/29/2014,583
6089,Florida,Saturday,August,2014,8/9/2014,929
6090,Georgia,Sunday,August,2014,8/17/2014,1298
6091,Maine,Monday,December,2014,12/22/2014,281
6092,New York,Saturday,June,2014,6/7/2014,641
6093,Delaware,Thursday,July,2014,7/17/2014,1115
6094,Iowa,Saturday,November,2014,11/22/2014,926
6095,Nebraska,Sunday,March,2014,3/30/2014,646
6096,Louisiana,Tuesday,August,2014,8/12/2014,1365
6097,Indiana,Saturday,August,2014,8/23/2014,560
6098,Ohio,Friday,November,2014,11/7/2014,465
6099,Oregon,Sunday,August,2014,8/31/2014,723
6100,Iowa,Sunday,December,2014,12/14/2014,1188
6101,California,Saturday,June,2014,6/7/2014,540
6102,Montana,Wednesday,September,2014,9/10/2014,766
6103,Kansas,Monday,November,2014,11/10/2014,1095
6104,Delaware,Sunday,May,2014,5/25/2014,814
6105,Oregon,Tuesday,January,2014,1/21/2014,826
6106,Illinois,Tuesday,December,2014,12/23/2014,1331
6107,Nebraska,Wednesday,December,2014,12/3/2014,656
6108,Illinois,Monday,September,2014,9/15/2014,1404
6109,Ohio,Friday,May,2014,5/30/2014,612
6110,Alaska,Saturday,May,2014,5/31/2014,778
6111,Georgia,Sunday,June,2014,6/8/2014,1268
6112,Kansas,Friday,October,2014,10/31/2014,1033
6113,Ohio,Wednesday,May,2014,5/21/2014,495
6114,Indiana,Saturday,March,2014,3/8/2014,492
6115,Washington,Sunday,December,2014,12/21/2014,838
6116,Missouri,Friday,September,2014,9/5/2014,1099
6117,Nebraska,Friday,January,2014,1/10/2014,859
6118,California,Thursday,August,2014,8/14/2014,572
6119,California,Friday,July,2014,7/18/2014,649
6120,Mississippi,Thursday,June,2014,6/5/2014,600
6121,Texas,Monday,June,2014,6/16/2014,1283
6122,Oregon,Monday,December,2014,12/15/2014,683
6123,Nevada,Wednesday,September,2014,9/24/2014,474
6124,Oregon,Monday,April,2014,4/7/2014,889
6125,Kansas,Friday,October,2014,10/31/2014,1042
6126,Nebraska,Saturday,January,2014,1/18/2014,811
6127,Oregon,Friday,February,2014,2/14/2014,660
6128,Illinois,Wednesday,March,2014,3/5/2014,1347
6129,Montana,Saturday,June,2014,6/7/2014,891
6130,Kansas,Wednesday,May,2014,5/28/2014,1072
6131,Arkansas,Friday,August,2014,8/1/2014,1151
6132,Arkansas,Thursday,October,2014,10/16/2014,1063
6133,Idaho,Sunday,January,2014,1/26/2014,1498
6134,Georgia,Saturday,July,2014,7/5/2014,1231
6135,Maine,Tuesday,May,2014,5/13/2014,357
6136,Delaware,Tuesday,June,2014,6/17/2014,1033
6137,Missouri,Wednesday,September,2014,9/17/2014,1223
6138,Mississippi,Thursday,January,2014,1/9/2014,648
6139,Maine,Sunday,July,2014,7/6/2014,425
6140,Ohio,Monday,February,2014,2/24/2014,501
6141,Nebraska,Friday,March,2014,3/7/2014,653
6142,California,Tuesday,January,2014,1/28/2014,545
6143,Texas,Thursday,November,2014,11/27/2014,1135
6144,Georgia,Friday,September,2014,9/12/2014,1121
6145,Nebraska,Tuesday,March,2014,3/25/2014,680
6146,Iowa,Thursday,May,2014,5/8/2014,1203
6147,Florida,Sunday,December,2014,12/7/2014,1007
6148,Montana,Sunday,October,2014,10/26/2014,773
6149,Texas,Sunday,October,2014,10/19/2014,1254
6150,Nebraska,Sunday,March,2014,3/16/2014,768
6151,Illinois,Thursday,August,2014,8/21/2014,1492
6152,Nebraska,Tuesday,June,2014,6/24/2014,748
6153,Oregon,Tuesday,November,2014,11/18/2014,799
6154,Texas,Wednesday,October,2014,10/22/2014,1264
6155,Texas,Friday,November,2014,11/7/2014,1213
6156,Missouri,Sunday,December,2014,12/21/2014,1152
6157,Oregon,Wednesday,February,2014,2/19/2014,849
6158,Iowa,Friday,August,2014,8/8/2014,1169
6159,Oregon,Monday,January,2014,1/27/2014,555
6160,Maine,Monday,June,2014,6/2/2014,229
6161,Arkansas,Tuesday,November,2014,11/18/2014,1191
6162,Montana,Monday,December,2014,12/1/2014,906
6163,Nevada,Saturday,October,2014,10/11/2014,458
6164,Oregon,Sunday,June,2014,6/8/2014,734
6165,New York,Wednesday,May,2014,5/14/2014,608
6166,Alaska,Saturday,August,2014,8/16/2014,614
6167,Missouri,Monday,November,2014,11/10/2014,1258
6168,Oregon,Tuesday,July,2014,7/1/2014,564
6169,Ohio,Saturday,August,2014,8/23/2014,626
6170,Illinois,Tuesday,July,2014,7/22/2014,1230
6171,Nevada,Thursday,April,2014,4/10/2014,618
6172,Ohio,Thursday,July,2014,7/3/2014,786
6173,Delaware,Tuesday,September,2014,9/23/2014,808
6174,Kansas,Wednesday,August,2014,8/27/2014,1023
6175,Idaho,Saturday,October,2014,10/4/2014,1347
6176,Ohio,Sunday,January,2014,1/19/2014,811
6177,New York,Saturday,September,2014,9/6/2014,769
6178,Nevada,Monday,July,2014,7/21/2014,398
6179,Maine,Tuesday,June,2014,6/3/2014,480
6180,Ohio,Friday,September,2014,9/5/2014,711
6181,Kansas,Wednesday,October,2014,10/29/2014,1198
6182,Texas,Tuesday,December,2014,12/2/2014,1135
6183,Georgia,Sunday,December,2014,12/14/2014,1219
6184,Oklahoma,Wednesday,October,2014,10/1/2014,388
6185,Maine,Monday,June,2014,6/16/2014,358
6186,Alaska,Monday,September,2014,9/1/2014,449
6187,Alaska,Thursday,March,2014,3/13/2014,715
6188,California,Saturday,August,2014,8/30/2014,621
6189,Oregon,Tuesday,February,2014,2/18/2014,787
6190,Florida,Sunday,December,2014,12/21/2014,798
6191,Indiana,Saturday,July,2014,7/19/2014,582
6192,Kansas,Saturday,October,2014,10/11/2014,1240
6193,Delaware,Saturday,May,2014,5/24/2014,1011
6194,California,Saturday,February,2014,2/8/2014,732
6195,Oregon,Monday,January,2014,1/27/2014,782
6196,Arkansas,Sunday,November,2014,11/16/2014,1180
6197,Iowa,Saturday,December,2014,12/20/2014,1090
6198,Arkansas,Thursday,December,2014,12/25/2014,1089
6199,Kansas,Thursday,October,2014,10/16/2014,1031
6200,Delaware,Tuesday,August,2014,8/19/2014,841
6201,Idaho,Wednesday,October,2014,10/1/2014,1298
6202,Idaho,Sunday,June,2014,6/22/2014,1372
6203,Montana,Monday,August,2014,8/11/2014,771
6204,Georgia,Sunday,August,2014,8/17/2014,1257
6205,Kansas,Tuesday,October,2014,10/7/2014,1100
6206,Arkansas,Saturday,December,2014,12/6/2014,1234
6207,Oregon,Tuesday,September,2014,9/30/2014,705
6208,Nevada,Sunday,June,2014,6/1/2014,425
6209,Maine,Tuesday,January,2014,1/7/2014,382
6210,Louisiana,Thursday,November,2014,11/20/2014,1433
6211,Texas,Friday,July,2014,7/11/2014,1277
6212,Missouri,Saturday,September,2014,9/20/2014,1226
6213,Arkansas,Monday,June,2014,6/23/2014,1308
6214,Missouri,Sunday,November,2014,11/30/2014,949
6215,Maine,Wednesday,January,2014,1/8/2014,338
6216,Florida,Thursday,August,2014,8/14/2014,845
6217,Washington,Saturday,August,2014,8/16/2014,961
6218,Arkansas,Friday,May,2014,5/16/2014,1408
6219,Ohio,Tuesday,February,2014,2/25/2014,532
6220,Texas,Saturday,May,2014,5/10/2014,1351
6221,Oregon,Tuesday,July,2014,7/22/2014,730
6222,Mississippi,Friday,January,2014,1/24/2014,750
6223,Ohio,Saturday,April,2014,4/12/2014,780
6224,Washington,Monday,November,2014,11/17/2014,760
6225,Illinois,Saturday,November,2014,11/8/2014,1419
6226,Nebraska,Saturday,May,2014,5/24/2014,698
6227,Kansas,Monday,December,2014,12/8/2014,1033
6228,Alaska,Thursday,December,2014,12/11/2014,612
6229,Alaska,Thursday,June,2014,6/5/2014,611
6230,Nebraska,Monday,March,2014,3/24/2014,794
6231,Florida,Sunday,March,2014,3/9/2014,939
6232,Iowa,Saturday,August,2014,8/9/2014,1252
6233,Indiana,Saturday,May,2014,5/17/2014,457
6234,Nevada,Saturday,November,2014,11/15/2014,436
6235,New York,Sunday,January,2014,1/12/2014,742
6236,Alaska,Tuesday,May,2014,5/27/2014,626
6237,Oklahoma,Monday,April,2014,4/7/2014,664
6238,Georgia,Saturday,May,2014,5/17/2014,1284
6239,Alaska,Sunday,January,2014,1/5/2014,775
6240,Nebraska,Thursday,January,2014,1/9/2014,648
6241,Kansas,Sunday,May,2014,5/4/2014,1168
6242,New York,Tuesday,August,2014,8/12/2014,736
6243,Ohio,Sunday,September,2014,9/7/2014,640
6244,Ohio,Thursday,July,2014,7/10/2014,678
6245,New York,Sunday,January,2014,1/5/2014,786
6246,Indiana,Saturday,March,2014,3/22/2014,565
6247,Oregon,Sunday,January,2014,1/19/2014,854
6248,Mississippi,Friday,June,2014,6/27/2014,732
6249,Oklahoma,Friday,December,2014,12/5/2014,540
6250,Texas,Friday,September,2014,9/19/2014,1281
6251,New Mexico,Friday,September,2014,9/5/2014,1118
6252,Louisiana,Monday,April,2014,4/7/2014,1765
6253,Idaho,Wednesday,August,2014,8/6/2014,1333
6254,Mississippi,Monday,September,2014,9/29/2014,781
6255,Oklahoma,Tuesday,June,2014,6/17/2014,527
6256,Ohio,Monday,April,2014,4/14/2014,789
6257,Maine,Tuesday,January,2014,1/7/2014,271
6258,Alaska,Saturday,April,2014,4/19/2014,437
6259,Alaska,Monday,January,2014,1/20/2014,681
6260,Nevada,Saturday,March,2014,3/29/2014,495
6261,Illinois,Tuesday,December,2014,12/2/2014,1371
6262,Illinois,Tuesday,May,2014,5/13/2014,1637
6263,Missouri,Tuesday,August,2014,8/12/2014,1130
6264,Delaware,Saturday,December,2014,12/20/2014,683
6265,Indiana,Friday,May,2014,5/9/2014,500
6266,Missouri,Wednesday,July,2014,7/2/2014,1116
6267,Mississippi,Sunday,June,2014,6/1/2014,711
6268,Idaho,Sunday,August,2014,8/3/2014,1403
6269,New York,Wednesday,April,2014,4/9/2014,776
6270,Oregon,Thursday,November,2014,11/6/2014,691
6271,Louisiana,Thursday,August,2014,8/7/2014,1451
6272,Arkansas,Wednesday,October,2014,10/29/2014,1234
6273,Nebraska,Wednesday,July,2014,7/2/2014,733
6274,Delaware,Thursday,July,2014,7/10/2014,1054
6275,Ohio,Friday,May,2014,5/9/2014,462
6276,Montana,Thursday,October,2014,10/16/2014,803
6277,Indiana,Saturday,November,2014,11/1/2014,594
6278,Mississippi,Monday,January,2014,1/27/2014,804
6279,Nebraska,Saturday,April,2014,4/5/2014,589
6280,New York,Thursday,June,2014,6/12/2014,805
6281,Oregon,Tuesday,January,2014,1/28/2014,823
6282,Illinois,Tuesday,July,2014,7/15/2014,1478
6283,Florida,Monday,December,2014,12/22/2014,1021
6284,Indiana,Friday,February,2014,2/28/2014,548
6285,Texas,Sunday,May,2014,5/4/2014,1424
6286,Georgia,Tuesday,December,2014,12/23/2014,1091
6287,Maine,Sunday,July,2014,7/13/2014,283
6288,Nevada,Saturday,November,2014,11/8/2014,684
6289,New York,Wednesday,May,2014,5/28/2014,779
6290,Oklahoma,Sunday,April,2014,4/13/2014,595
6291,Indiana,Monday,February,2014,2/24/2014,612
6292,Oregon,Monday,January,2014,1/20/2014,830
6293,Illinois,Monday,December,2014,12/15/2014,1379
6294,Georgia,Tuesday,December,2014,12/16/2014,1207
6295,Texas,Wednesday,October,2014,10/8/2014,1254
6296,Indiana,Wednesday,April,2014,4/23/2014,670
6297,Kansas,Saturday,October,2014,10/18/2014,1156
6298,Oregon,Tuesday,October,2014,10/7/2014,786
6299,New York,Monday,January,2014,1/20/2014,754
6300,Washington,Monday,August,2014,8/18/2014,898
6301,Montana,Saturday,July,2014,7/19/2014,848
6302,Florida,Tuesday,February,2014,2/18/2014,888
6303,California,Friday,February,2014,2/28/2014,718
6304,Illinois,Friday,November,2014,11/14/2014,1336
6305,Oregon,Sunday,April,2014,4/20/2014,685
6306,Mississippi,Thursday,August,2014,8/7/2014,622
6307,Nebraska,Tuesday,January,2014,1/21/2014,724
6308,Georgia,Thursday,October,2014,10/16/2014,1237
6309,Missouri,Monday,August,2014,8/25/2014,1057
6310,Ohio,Friday,June,2014,6/13/2014,696
6311,Ohio,Tuesday,July,2014,7/8/2014,510
6312,Illinois,Thursday,June,2014,6/19/2014,1413
6313,Maine,Thursday,April,2014,4/3/2014,450
6314,Mississippi,Friday,January,2014,1/17/2014,754
6315,Delaware,Thursday,May,2014,5/15/2014,908
6316,Illinois,Tuesday,November,2014,11/11/2014,1297
6317,Ohio,Sunday,June,2014,6/1/2014,545
6318,Washington,Thursday,January,2014,1/16/2014,1106
6319,New York,Thursday,April,2014,4/17/2014,790
6320,Oklahoma,Tuesday,August,2014,8/5/2014,603
6321,Nevada,Saturday,June,2014,6/14/2014,535
6322,Mississippi,Sunday,January,2014,1/19/2014,653
6323,Iowa,Sunday,July,2014,7/13/2014,1201
6324,Florida,Saturday,December,2014,12/13/2014,882
6325,New York,Sunday,January,2014,1/19/2014,685
6326,Nebraska,Thursday,June,2014,6/5/2014,660
6327,Texas,Monday,September,2014,9/29/2014,1105
6328,New York,Tuesday,July,2014,7/22/2014,638
6329,Louisiana,Friday,November,2014,11/14/2014,1499
6330,Mississippi,Thursday,January,2014,1/2/2014,570
6331,Nebraska,Wednesday,March,2014,3/19/2014,670
6332,Maine,Tuesday,October,2014,10/14/2014,374
6333,Alaska,Sunday,July,2014,7/20/2014,489
6334,Oklahoma,Wednesday,March,2014,3/19/2014,693
6335,Alaska,Saturday,February,2014,2/22/2014,608
6336,California,Tuesday,February,2014,2/25/2014,583
6337,Mississippi,Friday,August,2014,8/15/2014,447
6338,Mississippi,Thursday,February,2014,2/13/2014,766
6339,Ohio,Friday,June,2014,6/13/2014,468
6340,Maine,Thursday,January,2014,1/9/2014,414
6341,California,Wednesday,July,2014,7/9/2014,745
6342,New York,Tuesday,January,2014,1/28/2014,814
6343,Montana,Tuesday,June,2014,6/24/2014,853
6344,Nevada,Friday,February,2014,2/14/2014,331
6345,Alaska,Tuesday,May,2014,5/27/2014,811
6346,New York,Monday,April,2014,4/28/2014,583
6347,Florida,Wednesday,November,2014,11/19/2014,789
6348,Ohio,Tuesday,March,2014,3/4/2014,661
6349,Georgia,Monday,September,2014,9/15/2014,1326
6350,Kansas,Saturday,December,2014,12/6/2014,1206
6351,Illinois,Sunday,November,2014,11/9/2014,1344
6352,Missouri,Sunday,August,2014,8/17/2014,1235
6353,Texas,Friday,December,2014,12/26/2014,1251
6354,Iowa,Friday,April,2014,4/18/2014,1312
6355,Illinois,Sunday,July,2014,7/13/2014,1430
6356,New York,Friday,March,2014,3/7/2014,707
6357,Missouri,Monday,August,2014,8/18/2014,1131
6358,Louisiana,Saturday,November,2014,11/29/2014,1340
6359,Ohio,Thursday,September,2014,9/18/2014,629
6360,Idaho,Thursday,June,2014,6/26/2014,1287
6361,Indiana,Friday,July,2014,7/11/2014,599
6362,New York,Sunday,August,2014,8/24/2014,710
6363,Delaware,Saturday,July,2014,7/19/2014,916
6364,Oregon,Thursday,May,2014,5/15/2014,771
6365,Idaho,Saturday,December,2014,12/13/2014,1197
6366,Louisiana,Tuesday,December,2014,12/23/2014,1270
6367,New York,Saturday,January,2014,1/25/2014,616
6368,Missouri,Saturday,December,2014,12/20/2014,1192
6369,Washington,Sunday,January,2014,1/19/2014,936
6370,Nevada,Wednesday,January,2014,1/29/2014,617
6371,Florida,Friday,October,2014,10/17/2014,869
6372,Kansas,Saturday,November,2014,11/1/2014,1194
6373,Oklahoma,Monday,December,2014,12/8/2014,616
6374,Arkansas,Thursday,October,2014,10/9/2014,1153
6375,California,Sunday,January,2014,1/19/2014,690
6376,Maine,Sunday,February,2014,2/23/2014,500
6377,Nevada,Thursday,July,2014,7/3/2014,795
6378,Georgia,Friday,November,2014,11/28/2014,1097
6379,Mississippi,Sunday,December,2014,12/7/2014,642
6380,Washington,Wednesday,November,2014,11/19/2014,758
6381,Kansas,Thursday,August,2014,8/21/2014,1092
6382,Washington,Saturday,November,2014,11/15/2014,844
6383,Illinois,Wednesday,September,2014,9/10/2014,1301
6384,Maine,Sunday,August,2014,8/17/2014,268
6385,Illinois,Wednesday,November,2014,11/5/2014,1412
6386,Nebraska,Wednesday,August,2014,8/13/2014,716
6387,Louisiana,Thursday,August,2014,8/28/2014,1378
6388,Texas,Saturday,April,2014,4/26/2014,1470
6389,Louisiana,Wednesday,August,2014,8/20/2014,1407
6390,Delaware,Monday,September,2014,9/8/2014,939
6391,Louisiana,Thursday,November,2014,11/13/2014,1364
6392,Idaho,Sunday,July,2014,7/13/2014,1375
6393,Montana,Monday,September,2014,9/22/2014,789
6394,Washington,Saturday,November,2014,11/8/2014,882
6395,Illinois,Monday,October,2014,10/20/2014,1532
6396,Delaware,Wednesday,December,2014,12/17/2014,800
6397,New York,Friday,March,2014,3/21/2014,723
6398,Mississippi,Saturday,April,2014,4/5/2014,628
6399,Georgia,Monday,September,2014,9/8/2014,1217
6400,Washington,Thursday,May,2014,5/15/2014,940
6401,Louisiana,Friday,August,2014,8/15/2014,1562
6402,Montana,Saturday,May,2014,5/24/2014,974
6403,Illinois,Saturday,May,2014,5/31/2014,1663
6404,Nevada,Monday,January,2014,1/20/2014,344
6405,Georgia,Friday,November,2014,11/28/2014,1168
6406,Delaware,Friday,December,2014,12/26/2014,888
6407,Louisiana,Thursday,May,2014,5/1/2014,1522
6408,Indiana,Tuesday,May,2014,5/6/2014,474
6409,Iowa,Wednesday,February,2014,2/19/2014,1330
6410,Florida,Wednesday,September,2014,9/24/2014,968
6411,California,Tuesday,February,2014,2/25/2014,658
6412,Missouri,Wednesday,November,2014,11/5/2014,1140
6413,Idaho,Wednesday,September,2014,9/24/2014,1380
6414,Mississippi,Monday,September,2014,9/22/2014,586
6415,Missouri,Thursday,November,2014,11/20/2014,965
6416,Kansas,Friday,September,2014,9/19/2014,1143
6417,Mississippi,Wednesday,September,2014,9/3/2014,654
6418,California,Sunday,May,2014,5/11/2014,615
6419,Georgia,Tuesday,August,2014,8/26/2014,1150
6420,Georgia,Wednesday,September,2014,9/24/2014,1135
6421,Missouri,Thursday,September,2014,9/18/2014,1021
6422,Maine,Monday,June,2014,6/30/2014,576
6423,Washington,Tuesday,November,2014,11/18/2014,897
6424,Louisiana,Sunday,December,2014,12/21/2014,1196
6425,Illinois,Saturday,August,2014,8/2/2014,1429
6426,Maine,Sunday,January,2014,1/12/2014,226
6427,Georgia,Friday,October,2014,10/3/2014,1173
6428,Oklahoma,Monday,May,2014,5/5/2014,462
6429,California,Saturday,January,2014,1/25/2014,628
6430,Illinois,Tuesday,September,2014,9/16/2014,1414
6431,Louisiana,Wednesday,November,2014,11/26/2014,1284
6432,Washington,Friday,November,2014,11/21/2014,864
6433,Idaho,Wednesday,July,2014,7/9/2014,1534
6434,Washington,Friday,September,2014,9/19/2014,731
6435,Alaska,Saturday,April,2014,4/5/2014,672
6436,Indiana,Tuesday,June,2014,6/24/2014,618
6437,Oregon,Friday,February,2014,2/14/2014,687
6438,Kansas,Thursday,November,2014,11/27/2014,1213
6439,Montana,Thursday,December,2014,12/18/2014,918
6440,Washington,Thursday,March,2014,3/27/2014,1003
6441,Texas,Monday,November,2014,11/10/2014,1217
6442,Georgia,Sunday,July,2014,7/13/2014,1220
6443,Ohio,Sunday,February,2014,2/2/2014,757
6444,New Mexico,Friday,August,2014,8/22/2014,1158
6445,Delaware,Thursday,June,2014,6/12/2014,864
6446,Arkansas,Friday,October,2014,10/3/2014,1357
6447,Montana,Monday,December,2014,12/1/2014,879
6448,Indiana,Tuesday,May,2014,5/20/2014,506
6449,Arkansas,Sunday,September,2014,9/14/2014,1266
6450,Kansas,Tuesday,October,2014,10/7/2014,1180
6451,Nevada,Monday,June,2014,6/9/2014,324
6452,Maine,Tuesday,June,2014,6/3/2014,223
